id,created_at,user_screen_name,user_location,user_description,full_text
1537165621196050432,2022-06-15 20:10:17+00:00,Littman9G,,,"RT @HaraldToth: What if we stopped showing the dow jones averages every day instead we showed the profit the oil companies ,walmart and ama…"
1537164906990125058,2022-06-15 20:07:27+00:00,shoreboy1961,"Maryland, USA",Sick and tired of morons causing my country to suffer and die because they are selfish pigs!,"RT @OleGelo5: @WendellHusebo @POTUS D☭Иald TЯ☭MP Dow Jones March 20th 2020 (19,000)
Joe Bidens Dow Jones Today June 15th 2022...
(30,500)"
1537164681013366784,2022-06-15 20:06:33+00:00,Taltos2020,#NationUnderFascism,"#StopRapeNow 
#SaveMinors
#WomenAreHuman
#HolyCow 
#ClimateCrisis
#ResistIndia",RT @mukeshmarda: Federal reserve has raised the rates by 75 basis points but Dow Jones is up by 500 points absolute insanity ! https://t.co…
1537164650848169984,2022-06-15 20:06:26+00:00,aincancom,,https://t.co/JCzGBguTV2,"Dow Jones Rallies Despite Powell Warning; Oil Stocks Dip After Biden Threat; WWE Stock Jumps

 #Biden #dip #Dow #Jones #Jumps #Oil #Powell #Rallies #Stock #Stocks #Threat #warning #WWE https://t.co/p4K6FZkPmH"
1537164508195704835,2022-06-15 20:05:52+00:00,ginou1010,"Somewhere, NJ","JMHO!💡💜  #HarryMeghan✊#SussexSquad 🌸,🌹Royce🎶! Lets make a diff🌎 #UniteTheBlue, #Resist #BLM💡; showin❤4 fav scroll by! 1LOVE✌Pics/GIFs unkwn not mine twts","RT @OleGelo5: @WendellHusebo @POTUS D☭Иald TЯ☭MP Dow Jones March 20th 2020 (19,000)
Joe Bidens Dow Jones Today June 15th 2022...
(30,500)"
1537164365912219650,2022-06-15 20:05:18+00:00,uCloudify,,"Beep boop... I'm a bot! 

Mission: Recovery of small businesses from COVID-19.","RT @kursadturksen: #MARKET 
'Dow Jones trading at 30666.51953 on Wednesday, June 15, a 301.68953(0.99%) increase from 30364.83 on the last…"
1537164343539900417,2022-06-15 20:05:13+00:00,CGTNOfficial,"Beijing, China",CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.,"The Dow Jones Industrial Average rose 1.4%, the S&amp;P 500 traded 2.3% higher and the Nasdaq Composite increased 3.4%. #stocks #WallStreet #economy #inflation #cgtnamerica"
1537164343355314177,2022-06-15 20:05:13+00:00,kursadturksen,,,"#MARKET 
'Dow Jones trading at 30666.51953 on Wednesday, June 15, a 301.68953(0.99%) increase from 30364.83 on the last trading session. '"
1537164330382282753,2022-06-15 20:05:10+00:00,cgtnamerica,"Washington, DC","Watch live: https://t.co/nz0et8flN6 
Material is distributed by MediaLinks TV, LLC on behalf of CCTV. Info available at the Department of Justice in DC.","The Dow Jones Industrial Average rose 1.4%, the S&amp;P 500 traded 2.3% higher and the Nasdaq Composite increased 3.4%. #stocks #WallStreet #economy #inflation #cgtnamerica"
1537164136437665796,2022-06-15 20:04:23+00:00,CityBoo72,,"Father and Dad to a 39, 35 and 13 year old.","RT @HaraldToth: What if we stopped showing the dow jones averages every day instead we showed the profit the oil companies ,walmart and ama…"
1537162552014143490,2022-06-15 19:58:06+00:00,suechitown,"Chicago, IL","No DMs, pls. Happy, grateful, anti-Trump. Thanks to GA voters for a Blue Senate. #Resister #VoteBlueToSaveAmerica #Coexist #BLM #BidenHarris #Cats 🐈‍⬛","RT @HaraldToth: What if we stopped showing the dow jones averages every day instead we showed the profit the oil companies ,walmart and ama…"
1537162089290256385,2022-06-15 19:56:15+00:00,hygarner,Texas,,"RT @LouCorradi: @MeidasTouch @Virtual_Neuron Important to REMEMBER... 
The Wall Street Journal is OWNED 
by Dow Jones Inc. 
a DIVISION of N…"
1537161912655351808,2022-06-15 19:55:33+00:00,cynrussell,SF Bay Area,"Progressive mom w/2 kids on the spectrum, exploring the world whenever we get the chance.🏳️‍🌈🏳️‍⚧️#BLM 🌊😷 #fullyvaccinated 🇺🇸 #WeStandWithUkraine 🇺🇦 🕊","RT @HaraldToth: What if we stopped showing the dow jones averages every day instead we showed the profit the oil companies ,walmart and ama…"
1537161785756852229,2022-06-15 19:55:03+00:00,GraceQuerencia,The Universe,"🕉 The deeper the faith, the quieter the lips. Hindu. Mum. Wife. Vegetarian. FedFan. Yogini. Loving life. Seeking enlightenment. #ProudResister #BidenHarris2020","RT @OleGelo5: @WendellHusebo @POTUS D☭Иald TЯ☭MP Dow Jones March 20th 2020 (19,000)
Joe Bidens Dow Jones Today June 15th 2022...
(30,500)"
1537161355815317505,2022-06-15 19:53:20+00:00,lYahU808l,Mile HI State,...,RT @WSJCentralBanks: Live coverage: U.S. stock futures rose and government bonds steadied as investors await the Fed’s interest-rate decisi…
1537160754125627393,2022-06-15 19:50:57+00:00,ClovGraham,"Birch Bay, WA",#RESIST #indivisible #NeverAgain #MSDstrong #Indivisible #WADemCast #DemCast #BLM #BidenHarris 🏳️‍🌈🏳️‍⚧️,"RT @HaraldToth: What if we stopped showing the dow jones averages every day instead we showed the profit the oil companies ,walmart and ama…"
1537160730272620544,2022-06-15 19:50:51+00:00,vermaash289,"Kanpur, U.P ",,"@AnilSinghvi_ After fed meet
DOW JONES UP
NIFTY AAJ SUBAH KAR DEGA MAST."
1537160340659650560,2022-06-15 19:49:18+00:00,JaneCole05,,,"RT @LouCorradi: @MeidasTouch @Virtual_Neuron Important to REMEMBER... 
The Wall Street Journal is OWNED 
by Dow Jones Inc. 
a DIVISION of N…"
