id,created_at,user_screen_name,user_location,user_description,full_text
1537165096471785472,2022-06-15 20:08:12+00:00,evvywevvy,"Portland, OR","I swear at cats and I [hairy heart emoji] content. Slower than light. I support @ThornsFC 🌹 #BAONPDX
he/him/his.
Let's not fuck around about technology.",RT @AthertonKD: calmly imagining what the last 22 years look like if the US had pursued a policy of renewable energy development instead of…
1537165061965357061,2022-06-15 20:08:04+00:00,iamhuwman,Little Old Wales,,"@CARogersNo1 Our main industries - Agriculture, aerospace, construction, electronics, emergency services, food, forestry, manufacturing, oil and gas, renewable energy, services, textiles, tourism, transport. Our pre pandemic exports raised £17.7 billion. This excludes intra UK exports."
1537165058408587266,2022-06-15 20:08:03+00:00,Princes28819744,,,"RT @NathanMackBrown: @JoeBiden When gas prices are averaging $5+ a gallon there is only ONE sane response.

Invest MORE in renewable energy…"
1537165050401763329,2022-06-15 20:08:01+00:00,arikring,Tel Aviv,"Arik Ring MSc, Expert Consultant. #Solar & #Cleantech Innovation, #Energy Efficiency, Heat & Power, HVAC, Turbomachinery.
Energy Solutions for the 21st Century",RT @arikring: @MarcVegan @ECOWARRIORSS @JJ_Angelus @dotcommodity @Totalrecoverys1 @THEnergyNet @AmazingChevVolt @Jackthelad1947 @mwt2008 @P…
1537164991278759936,2022-06-15 20:07:47+00:00,Princes28819744,,,"RT @NathanMackBrown: @JoeBiden President Biden, you are doing the right thing by using your executive powers to mandate increased renewable…"
1537164974795235330,2022-06-15 20:07:43+00:00,LenrThinking,,"Looking at resonating with all which may help us live harmoniously together with gaia, on this amazing planet. Words create and nurture.","RT @Ragcha: @cleantechnica These are weak targets. Hawai’i, Guam, American Samoa and Puerto Rico should be supported for 100% renewable ene…"
1537164972534353920,2022-06-15 20:07:43+00:00,HamadBaluch,Karachi,"The world is a book, and those who do not travel read only one page.","RT @shiv_teaching: Wow! In South Korea, solar panels in the middle of a highway have a bicycle path underneath.
Cyclists are protected from…"
1537164971662102530,2022-06-15 20:07:43+00:00,katherineislay,,"Mom, wife, educator, avid politics follower and reader","RT @SecGranholm: If we want to ensure America's energy isn't held hostage by hostile foreign powers, we have to transition to clean, renewa…"
1537164887369166855,2022-06-15 20:07:22+00:00,mmmjsaldivar,"Houston, TX","conservative working mom of 3, supporter of law enforcement, USMC,  RPHS MCJROTC, Fine Arts(choir)& enjoys singing.  Proud MoM! Views expressed are my own.",RT @HARCresearch: Did you know you can use 100% renewable energy at home through your electricity plan? Find a 100% renewable energy electr…
1537164862404579329,2022-06-15 20:07:16+00:00,AlexAulay,"Clydebank, Scotland","Ardently pro-Indy, anti-BBC, #SNP. Mad about life, golf, RFC. Views are my own - don't care if you don't agree. 😛","RT @ladyguru1: This time-we'll ask the questions:
• What oil are you going to use?
• Where will you keep your nukes?
• Where will you get…"
1537164824668426243,2022-06-15 20:07:07+00:00,BenSeicol,"Columbus, OH",Neuroscience Doctoral Candidate at The Ohio State University | Science Enthusiast | Multi-cat Owner | Opinions are my own,"RT @ForSwartz: Meanwhile, renewable energy sources in Texas are saving their grid from the types of weather related disasters they suffered…"
1537164781550960641,2022-06-15 20:06:57+00:00,WorldJustice7,Las Vegas NV,"Motivated idealist. Mindful human behavior, kindness, tolerance, equality create healthy and positive life experiences for all global citizens.","RT @SecGranholm: If we want to ensure America's energy isn't held hostage by hostile foreign powers, we have to transition to clean, renewa…"
1537164706410020865,2022-06-15 20:06:39+00:00,bh2444824,,Rabid anti Tory and  woke as hell. If you're a Tory you can gtf,"RT @ladyguru1: This time-we'll ask the questions:
• What oil are you going to use?
• Where will you keep your nukes?
• Where will you get…"
1537164706129092609,2022-06-15 20:06:39+00:00,AfricanBizMag,Africa | London | Paris,The latest news and insights on African business from the best-selling pan-African magazine. Subscribe: https://t.co/M4k1OjXafa,"“Manufacturing the components of renewable energy technology, from electric vehicle batteries to wind turbines, is an essential #circulareconomy for development in Africa,” says the @africa_finance Corporation. https://t.co/ig6uVZJ18P"
1537164682460553217,2022-06-15 20:06:34+00:00,Dalocoengineer, U.S.A,"Family, Freedom, Angler/Hunter,🐟 🦃🦌Conservationist, Outdoor Enthusiast, # ⚽️
#Resistance #BoostedAF  💚💨","RT @SecGranholm: If we want to ensure America's energy isn't held hostage by hostile foreign powers, we have to transition to clean, renewa…"
1537164681164496902,2022-06-15 20:06:33+00:00,Eli_Sherman,"Providence, RI","Reporter at CBS station @wpri12 in RI/MA. Tips, story ideas? Email me: esherman@wpri.com. DM for Signal. RT = look!",RT @TedNesi: .@RIHouse and @RISenate have now both passed a bill that would require 100% of RI electricity to be offset by renewable energy…
1537164539346796544,2022-06-15 20:05:59+00:00,shiv_teaching,"Edinburgh, Scotland",Teacher of Geography at Boroughmuir High School. Graduated @LSEGeography Husband & father. Honorary fellow @RoyalScotGeoSoc. Committee @SAGTeach. Geographer.,"Wow! In South Korea, solar panels in the middle of a highway have a bicycle path underneath.
Cyclists are protected from the sun,  isolated from traffic and the country can produce renewable energy. Sustainable &amp; creative! #geographyteacher #geography https://t.co/VhApJkFCkB"
1537164525014761473,2022-06-15 20:05:56+00:00,__lulabells,NEW YORK 🍎,💦❤️….Left Sway …Love my country...Knows the price ..Hubby disabled Iraq Vet..🇺🇸..Universal Healthcare..‼️..Nurse.🩺💉💦💦….Likes to rumble on twitt,@ncpitman @nashretired @BrendaLeeNY @Jim_Jordan That’s what you call “spin”. Yes incredibly things are happening in renewable energy and we will one day get to a great place with renewables but he was not saying that he is deliberately making fossil fuels expensive to push renewables. But read into it however u want
1537164517318266880,2022-06-15 20:05:54+00:00,RevoRooster,Global South,"In defence of ZANUPF, The Socialist Pan African Revolution against imperialism & solidarity with the Global South.   #EDpfee",RT @Brandon_Chamz: @waltermzembi @OfficialZESA @ZtaUpdates But a big hotel like Miekels has no solar geysers in this day and age of sustain…
1537164472283955200,2022-06-15 20:05:43+00:00,davidkpoursh,"Manchester, NH",First generation (🇮🇷 🇰🇷) kid from Rockville who (still) loves the @Nationals. Believer in Believe and Hope. He/Him | @NHDems Comms Director #NHPolitics,"RT @TomShermanNH: Sununu's appointees just voted to hike energy rates for Granite Staters when they can least afford it. 

For years Sununu…"
1537164448267390977,2022-06-15 20:05:38+00:00,Royakalah1,Nairobi,"|Infor & Ops Risk Mgmt Cybersafety , Governance,, Env Sust | Provoking Thoughts| Global Military Affairs |RT # Endorsement ,God Above All",@Gideon_Kitheka brother - if you position your business well - you may be a major solar business mogul - given the EU tend towards renewable energy away from reliance on Russian oil- can leverage on your interest to expand networks @TonyMurega
1537164417061703680,2022-06-15 20:05:30+00:00,Ragcha,"Los Angeles, CA",Solar panel canopies & EV chargers in public parking lots will save the world.,"@cleantechnica These are weak targets. Hawai’i, Guam, American Samoa and Puerto Rico should be supported for 100% renewable energy, plus EV chargers &amp; electric appliances by 2030. Just do the math necessary; then get it done! https://t.co/AN2DVaZszf"
1537164397486931969,2022-06-15 20:05:26+00:00,DachsiesWMoxie,The great state of Missouri,VERY Conservative traditional Roman Catholic mother to three DRNA dachshunds and a beagle! Machine embroideress extraordinaire NRA Life Member.,"RT @ShellenbergerMD: Somehow I doubt Facebook will censor the Chinese government’s renewable energy propaganda, which it happily promotes o…"
1537164381905199107,2022-06-15 20:05:22+00:00,AwayFromTheKeys,"Scotland, Europe","🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇺🇦 🇩🇪 🇪🇺 💙
| European by birth, Scottish by heart, British by circumstance |
| #Scotland #UkraineUnderAttack #Germany #RejoinEU #OurNHS |","RT @ladyguru1: This time-we'll ask the questions:
• What oil are you going to use?
• Where will you keep your nukes?
• Where will you get…"
1537164248987615233,2022-06-15 20:04:50+00:00,CleanEnergyRen1,Republic of Slovenia,"Elijah S Sritharan, economist, MSc (University of Ljubljana & University of Exeter) interested in climate change, renewable energy, environmental policies","RT @ProfStrachan: Highly recommended read 

""Bloomberg NEF estimates that #solar and #wind are the cheapest source for 91 percent of the wo…"
1537164248732028928,2022-06-15 20:04:50+00:00,LouShepWokeUp,"Sydney, New South Wales",health professional and mum who cares a great deal about a sustainable planet for all our kids. Own views shared here.,"RT @KetanJ0: In the next 12 hours or less, Chris Uhlmann will blame this on renewable energy."
1537164248601841664,2022-06-15 20:04:50+00:00,BraefootRingfo2,,,"RT @ladyguru1: This time-we'll ask the questions:
• What oil are you going to use?
• Where will you keep your nukes?
• Where will you get…"
1537164002090008581,2022-06-15 20:03:51+00:00,kusdarman33,,tweets about: Manchester United | Climate Change | whatever comes through the noggin,"This is awesome! @pedropierluisi 

Context: Puerto Rico is ramping up their renewable energy capacity to ensure a more resilient grid against future climate events (hurricane Maria the catalyst)

H/T @politico's The Long Game https://t.co/yZRoKTXWrs"
1537163980870918145,2022-06-15 20:03:46+00:00,SwissEmbassyKE,"Nairobi, Kenya","Welcome to the official Twitter account of the Embassy of Switzerland to Kenya, Burundi, Rwanda, Somalia and Uganda.","Today,🇨🇭Amb Zellweger attended the Waste to Energy for a Sustainable Future congress organized by Hitachi Zosen Inova &amp; Sintmond Group. He highlighted 🇨🇭 strong commitment to sustainable development, environmental protection, renewable energy production &amp; climate protection #SDGs https://t.co/GXsaor26i8"
1537163963045228544,2022-06-15 20:03:42+00:00,timr100,,"mass media, culture, disasters, emotions, internet, death & dying. Asst Prof of Sociology at Smith College. previously at Hamilton & Princeton. CUNY PhD.",RT @AthertonKD: calmly imagining what the last 22 years look like if the US had pursued a policy of renewable energy development instead of…
1537163909198667777,2022-06-15 20:03:29+00:00,RealDRothschild,,"Earth|Human|David| Activist,& Lead singer In pursuit of the Truth,Transparency & Equality for ALL Human beings w/o Greed,Corruption or War.","This is another issue with  his country…we have so many problems. This countries # money needs to go to United States infrastructure and renewable energy and all things that make life better for Americans.

#ideas4Humanity https://t.co/nFNOmuAJ3O"
1537163875308666886,2022-06-15 20:03:21+00:00,Tapia_SHIBTexas,"Texas, USA","""Honour the LORD with thy substance and with the firsfruits of all thine increase."" Proverbs 3:9 https://t.co/IIIUR4NCsG","RT @Being_Impactor: #ImpactXP = Long Term #HODL 
#ImpactXP = Financial 💵 Freedom
#ImpactXP = #1000xgem 
#ImpactXP = Low Cap Gem 💎 
#ImpactX…"
1537163809835687938,2022-06-15 20:03:06+00:00,the_outskirts,"St. Paul, MN",MPH @PublicHealthUMN | MGPS @TheLBJSchool | proud @msudenver grad | #ElectionTwitter - CO / WI / MN / MI politics | @nuggets @avalanche @tigers fan,@HeroDividend @unusual_whales Lol stop it. Renewable energy is essential to the security and prosperity of our country.
1537163799811215365,2022-06-15 20:03:03+00:00,chaplinscourage,where #climatehawks fly,"Call it climate breakdown, because that is what it is.  timeline = notebook, RT = noted, may(not) agree",RT @AthertonKD: calmly imagining what the last 22 years look like if the US had pursued a policy of renewable energy development instead of…
1537163780882419712,2022-06-15 20:02:59+00:00,shinku251,,Just random American who doesn't side with any party and hates how so many people blindly follow others they think are smart but in reality are stupid.,"@Blockworks_ Crypto is a waste of energy (unless its done via renewable/clean which they are minority)

Crypto is volatile &amp; efefctively gambling. (as its up to market not you and can see ppl go bankrupt very easy)

its neat concept, but its currently awful in practice."
1537163732752687112,2022-06-15 20:02:47+00:00,Lessweforget57, USA,"Happily Married, Blessed w/Wonderful Wife & Family i'm Extremely Proud of. Conservative, Christian,  Pro American, Life, Freedom, Gun Rights, Patriot","High gas prices won't push Americans closer to renewable energy. It will however, collapse the American Economy &amp; give China World Dominance

CBS asks Granholm about 'silver lining' to high gas prices: Do they 'push us closer to renewable energy?‘ https://t.co/RTCrCdvKG7 #FoxNews"
1537163683691958273,2022-06-15 20:02:35+00:00,GoodEnoughForMe,new alhambra,be good -- he/him/they/them,RT @AthertonKD: calmly imagining what the last 22 years look like if the US had pursued a policy of renewable energy development instead of…
1537163607028510723,2022-06-15 20:02:17+00:00,GuteBule,,"#panAfricanist 🇪🇹patriot.
#UnitForEthiopi
BSC,MPH 
Father, Hasband,
social issue concern",RT @IbroEthio: Over 90% of Ethiopian households depend on firewood for energy which contributes to deforestation &amp; climate change. When Eth…
1537163567409004547,2022-06-15 20:02:08+00:00,wccjtsan,,Humanitarian & progressive looking for solutions to heal America & the earth - First step: End big $ in politics-it hurts us all & is a non partisan issue.,RT @AthertonKD: calmly imagining what the last 22 years look like if the US had pursued a policy of renewable energy development instead of…
1537163511503151106,2022-06-15 20:01:54+00:00,MarianCantwellF,PNW,"Faulty human SAVED by Jesus. Loves America, Constitution, Rule of Law. #MAGA #KAG with Trump! Had Covid. I block train conductors. No DMs. I follow back! ❤️✝️","RT @ShellenbergerMD: To recap, a senior Biden admin official went on a renewable industry-funded media platform to a) spread misinformation…"
1537163427998838786,2022-06-15 20:01:35+00:00,PWCSEnergyTeam,"Manassas, VA",Conservation and Education- PWCS students and staff are paving the way toward a more sustainable future. Our mission is to Conserve for a World-Class Education.,"👉 Comment with a form of wind energy!  🌬

Want to learn more? Check out https://t.co/yD1cvg2csr
Happy #GlobalWindDay2022 ! 🙌🌎

#renewableenergy #windpower #wind #renewables #onshorewind #renewable #windenergy #oilandgasindustry #windtech #energy https://t.co/hl17zx923H"
1537163417563410434,2022-06-15 20:01:32+00:00,TIPatPenn,"Philadelphia, PA",The Teachers Institute of Philadelphia (TIP) provides academic professional development seminars to Philadelphia public school teachers at @Penn.,"TIP Fellow and 6th grade teacher Dr. Joe Alberti designed a unit where students have the opportunity to examine renewable and nonrenewable sources of energy and engage in reading, speaking, listening, and writing activities. https://t.co/qxCXrx3sQO"
1537163416288239618,2022-06-15 20:01:32+00:00,Dadadaboy56,Scotland,He/him.  Meme Queen. Here for the laugh and some lefty politics.🏳‍🌈,"RT @ladyguru1: This time-we'll ask the questions:
• What oil are you going to use?
• Where will you keep your nukes?
• Where will you get…"
1537163384432513026,2022-06-15 20:01:24+00:00,wardports,"Portsmouth, New Hampshire","State Representative, Rockingham District 28 (Portsmouth Ward 4). Committee on Election Law. @gerald_w.r._ward on Instagram","RT @TomShermanNH: Sununu's appointees just voted to hike energy rates for Granite Staters when they can least afford it. 

For years Sununu…"
1537163343571697669,2022-06-15 20:01:14+00:00,MohaveElectric,"Bullhead City, AZ","Mohave Electric Cooperative was incorporated on July 3, 1946, Mohave’s 78 employees serve 33,737 members, with 1,540 miles of line, and 40,837 electric meters.","Grant money available for teachers teaching renewable energy.
https://t.co/uZ0K7Avo4j"
1537163296012439555,2022-06-15 20:01:03+00:00,UofILSystem,"Illinois, USA","Three universities: @UofIllinois, @thisisUIC, @UISedu. One system. #AltogetherExtraordinary","Researchers at @BeckmanInst have made a discovery that could help enhance flexible solar cell design and increase access to affordable renewable energy.

https://t.co/cv91KQWMwa"
1537163259962347522,2022-06-15 20:00:54+00:00,EINRenewables,"Washington, D.C.",EIN Presswire is Everyone's Internet News Presswire™. We make issuing and distributing press releases easy and affordable.,Evergen Infrastructure Corp․ (TSX․V: EVGN) (OTCQB: EVGIF) Set To Capitalize As Canada's Industrial Sector Rushes To Adopt Renewable Energy https://t.co/M0aGZnuTYv
1537163238126780421,2022-06-15 20:00:49+00:00,GHPartnership,"Houston, Texas","The Partnership's mission is to make the Houston region the best place to live, work and build a business.","@SynthicaEnergy, a new organic waste facility, is in the works for Houston aimed at converting organic byproducts from food, beverage and biofuel producers into renewable natural gas. https://t.co/o8LPoic8Zx"
1537163219864895489,2022-06-15 20:00:45+00:00,ArtisanElectInc,"Seattle, WA","Yes! Solar does work in Western Washington - let us show you how. Solar panels, EV chargers & electrical services in Seattle WA. #TeslaSolarRoof installers.","As renewable energy systems continue growing, researchers are looking at methods to recycle the parts used for the energy sources. Some have been using landfills for this, but now it is being recommended to recycle these components for reuse.

Read more:
https://t.co/0409dehkTX"
1537163115862818816,2022-06-15 20:00:20+00:00,TomShermanNH,"Rye, NH","Candidate for Governor #nhgov. Father, Husband, Doctor, Seacoast State Senator, and Mediocre Surfer.","Sununu's appointees just voted to hike energy rates for Granite Staters when they can least afford it. 

For years Sununu has opposed smart investments in renewable energy that would help lower costs for Granite Staters. Inaction has consequences. #NHPolitics https://t.co/UBblexVNDW"
1537163103149903873,2022-06-15 20:00:17+00:00,SEWindCo,,"Advancing land-based and offshore wind in ways that result in net economic benefits to ratepayers, utilities, and industry in the Southeast.","#GlobalWindDay focuses minds on the huge onshore and offshore potential of wind energy as countries step up their decarbonization programs. “Offshore renewables have the potential to meet more than twenty times of today’s global power demand.""  https://t.co/H2c3V1vPDc"
1537163084741193728,2022-06-15 20:00:13+00:00,VetsLegalOC,"Santa Ana, CA",Veterans Legal Institute (VLI) is a military-specific public interest law firm that provides pro bono legal assistance to homeless and low income veterans.,Time-of-Use (TOU) is HERE! TOU rate plans are based on when and how much energy you use. That’s because TOU rates are lower during the day when we can tap into less expensive renewable energy sources like solar and wind. For more information: https://t.co/mutCa7fY9D https://t.co/jfccBt4Io3
1537163079322050561,2022-06-15 20:00:11+00:00,poandpo,World,News and other interesting stories. Since 2007 https://t.co/655UNA7k59,BP to become operator of Australian Asian Renewable Energy Hub (AREH) https://t.co/3wFnIPksib #Companies https://t.co/eQQT8822Zi #news 531
1537163059566985217,2022-06-15 20:00:07+00:00,Bree000007,"Oregon, USA","Come at me with actual facts, or I’ll just move on. Officially blocked by Andrew Weismann and the Chinese Embassy to US 😭","RT @ShellenbergerMD: To recap, a senior Biden admin official went on a renewable industry-funded media platform to a) spread misinformation…"
1537163051538980865,2022-06-15 20:00:05+00:00,poandpo,World,News and other interesting stories. Since 2007 https://t.co/655UNA7k59,Atlas Renewable Energy acquires its first wind project in Brasil https://t.co/4uMiulL1Ih #Companies https://t.co/eQQT8822Zi #news 879
1537163031972663299,2022-06-15 20:00:00+00:00,GreenLatinos,"Washington, DC","GreenLatinos is an active comunidad of Latino/a/x leaders driven to secure our political, economic, cultural, and environmental liberation. #LiberaciónAmbiental","Rising energy prices are proof that we must break free from fossil fuels and invest in renewable energy. Biden’s use of DPA is a big step in the right direction.

Congress: pass the #EnergySecurityandIndependenceAct &amp; keep us moving towards the renewable, #CleanEnergy future. https://t.co/p1Grvp9vrt"
1537163001807179777,2022-06-15 19:59:53+00:00,CryptoReboot,,,"RT @BBCStoryWorks: It’s here!
Discover the human stories behind the transition to renewable energy around the world by exploring the update…"
