id,created_at,user_screen_name,user_location,user_description,full_text
1536819849304981507,2022-06-14 21:16:19+00:00,MelenShikulo,omashaka/kuisebmund/doradopark,"OLD ACCOUNT GONE/Arden university of Germany drop out/food production expertiee, sausage and polony recipes😜/ 0813120242 mellenshikulo17@gmail.com @ManUtd🖒","RT @TheBriefLive: DBN sinks N$7 billion in projects
https://t.co/2mvW68zvRr #namibia #funding #renewableenergy #tourism https://t.co/1Y1JNA…"
1536819325654515713,2022-06-14 21:14:14+00:00,Afterstorm13,,"I like environment, animals, plant-based food and health so here we are..",RT @Dragofix: Companies’ use of renewable energy certificates masks inaction on carbon emissions #energy #renewable #renewables #RenewableE…
1536819148445057027,2022-06-14 21:13:32+00:00,GeorgSchoener,,"News about renewable energy, alternative fuels, environmental protection, renaturation, cleaning up, fighting climate change, saving the world and the habitat","RT @AFSIA_Official: 🇿🇼Zimbabwe – C&amp;I        
@SchweppesZW installs 1MW solar plants at the Willovale facility in #Harare to ensure adequate…"
1536819082024083456,2022-06-14 21:13:16+00:00,EnergyreferralX,,"Climate change is the environmental challenge of this generation.

Join Bulb using my referral and get £50 today - https://t.co/Lyqal77guh","RT @Simonspiteri22: Again, probably nothing 👀

#BNB in the red and $GVR in the green 🔥🚀

Bullish!

#GroveToken #GVR #GROVEGREENARMY #SAFEMO…"
1536819060511588357,2022-06-14 21:13:11+00:00,EnergyreferralX,,"Climate change is the environmental challenge of this generation.

Join Bulb using my referral and get £50 today - https://t.co/Lyqal77guh","RT @cleanenergycan: ⚡️🍃🌊🇫🇷 Last week, France produced offshore wind power for the first time.

#renewableenergy #CLEANENERGY 
https://t.co/…"
1536819047404392448,2022-06-14 21:13:08+00:00,EnergyreferralX,,"Climate change is the environmental challenge of this generation.

Join Bulb using my referral and get £50 today - https://t.co/Lyqal77guh",RT @the_IDB: We're proud to support #RenewableEnergy in #LatinAmerica &amp; the #Caribbean. Pres. Claver-Carone met w/ @Vestas #LatAm's Preside…
1536819013296214023,2022-06-14 21:13:00+00:00,EnergyreferralX,,"Climate change is the environmental challenge of this generation.

Join Bulb using my referral and get £50 today - https://t.co/Lyqal77guh","RT @Baker_Electric: The San Diego branch of non-profit Junior Achievement went solar the Baker Way to save money, protect their cash-flow,…"
1536818991703941121,2022-06-14 21:12:54+00:00,EnergyreferralX,,"Climate change is the environmental challenge of this generation.

Join Bulb using my referral and get £50 today - https://t.co/Lyqal77guh","RT @Ayub_abdikadir8: HAPPY #Globalwindday 
Our sustainable future is blowing in the wind!
#wind #worldwindday #windlovers #GreenEnergy #ren…"
1536818974360494081,2022-06-14 21:12:50+00:00,EnergyreferralX,,"Climate change is the environmental challenge of this generation.

Join Bulb using my referral and get £50 today - https://t.co/Lyqal77guh","RT @primeliteoffice: The future is here. Be a part of it now. Join us: https://t.co/Rpko7SSlF5

#cleantransport #renewableenergy #savethepl…"
1536818973089595392,2022-06-14 21:12:50+00:00,IamtheGreeny,🌏,"Hello humans, I am Greeny the sparrow
and I happen to be an environmentalist
I retweet the tweets with the #savetheplanet","RT @primeliteoffice: The future is here. Be a part of it now. Join us: https://t.co/Rpko7SSlF5

#cleantransport #renewableenergy #savethepl…"
1536818885122568192,2022-06-14 21:12:29+00:00,johnSNOWMTAINER,,The climate crisis is the single biggest problem of the future. Lets solve it. Together!,"RT @cleanenergycan: ⚡️🍃🌊🇫🇷 Last week, France produced offshore wind power for the first time.

#renewableenergy #CLEANENERGY 
https://t.co/…"
1536818882924642304,2022-06-14 21:12:29+00:00,IamtheGreeny,🌏,"Hello humans, I am Greeny the sparrow
and I happen to be an environmentalist
I retweet the tweets with the #savetheplanet","RT @JamieRomoser: Beach Biking First Clips in Long Beach did a Hurricane at the ditch spot 

https://t.co/qxtqaAK6U3

#bmx #bicycle #GreenE…"
1536818867158269952,2022-06-14 21:12:25+00:00,vectorborg,"Ekerö, Sverige",,"RT @Ayub_abdikadir8: HAPPY #Globalwindday 
Our sustainable future is blowing in the wind!
#wind #worldwindday #windlovers #GreenEnergy #ren…"
1536818851026976769,2022-06-14 21:12:21+00:00,johnSNOWMTAINER,,The climate crisis is the single biggest problem of the future. Lets solve it. Together!,RT @the_IDB: We're proud to support #RenewableEnergy in #LatinAmerica &amp; the #Caribbean. Pres. Claver-Carone met w/ @Vestas #LatAm's Preside…
1536818829510250497,2022-06-14 21:12:16+00:00,johnSNOWMTAINER,,The climate crisis is the single biggest problem of the future. Lets solve it. Together!,"RT @Baker_Electric: The San Diego branch of non-profit Junior Achievement went solar the Baker Way to save money, protect their cash-flow,…"
1536818795444158464,2022-06-14 21:12:08+00:00,johnSNOWMTAINER,,The climate crisis is the single biggest problem of the future. Lets solve it. Together!,"RT @Ayub_abdikadir8: HAPPY #Globalwindday 
Our sustainable future is blowing in the wind!
#wind #worldwindday #windlovers #GreenEnergy #ren…"
