id,created_at,user_screen_name,user_location,user_description,full_text
1536819939054690304,2022-06-14 21:16:40+00:00,EDITORatWORK,"Rural Hall, North Carolina, USA","★ BOOSTED ★ DEMOCRACY ★ SCIENCE ★ WRITING ★ DOGS ★ FINS UP!
★ BASEBALL ★ HUMOR ★ SINGING ★ STAR TREK ★ MYSTERIES ★ WESTERNS","#Putin #Russia #war Links to RUSSIA'S WAR #Ukraine #Zelenzkyy #Lithuania #Russian_generals #Russian_military #frozen_assets #intelligence #drones
https://t.co/ZdcO2ZFsdX
https://t.co/J9W4YPR0BV"
1536819926735982595,2022-06-14 21:16:37+00:00,MistressKReed,"New York, USA",NO PORN #Incest Survivor. #Marine Saved Me! #semperfi SUPPORT UKRAINE🇺🇦. #amateur #historian I creep into the abyss people don’t want to see,"Rome(CNN) Pope Francis has said
""What we are seeing is the brutality and ferocity with which this war is waged by the troops, generally mercenary, used by the Russians,"" the pontiff. About #Ukraine #war @KyivIndependent @SeanPenn @EuromaidanPR @RepLizCheney"
1536819749769859072,2022-06-14 21:15:55+00:00,trendincultures,Worldwide,Trending Cultures is one of the top blogging websites. Here you can find latest trends and news from different categories globally. #KeepTrending 😎👍,"RT @jam_onlineradio: #Humor , #history , #readings ...on the blog of JAM 66 Radio.   Click https://t.co/rMr9ratoZ9   #humor #memes #meme #f…"
1536819613622624257,2022-06-14 21:15:23+00:00,pat_wendleton,,"Attorney, Grammy & concerned citizen of a democracy, at least for the moment","RT @KyivPost: #Russia, which has unleashed an aggressive and unprovoked #war against #Ukraine, is showing no will to end it so the #UnitedS…"
1536819523621425152,2022-06-14 21:15:01+00:00,CarleyWarwen,United Kingdom,"Previous life as a copywriter.

Working on a non-fiction book about... making love.

No DMs/Porn/Politics/Religion/NFTs/Crypto

I follow back and retweet.




.","RT @TaniaCrosse: Lily came to #Dartmoor to discover the truth
Anna came there to hide from it

#1950s #saga #secrets #suspense #family #fri…"
1536819001384476674,2022-06-14 21:12:57+00:00,ALF_269,🌐,Anti-Speciesism. 2A. live free or die.,RT @AlmaqtariFatima: The picture shows the size of the disaster that struck #Yemen.  Because of the war and the #siege imposed by Saudi Ara…
1536818612656390145,2022-06-14 21:11:24+00:00,AliceMCastle,"South East London, England","Cozy crime as Alice Castle @Bookouture, psychological thrillers as A.M. Castle @HQStories, random jokes that take my fancy as me. Agent @JustinNashLit","RT @TaniaCrosse: Lily came to #Dartmoor to discover the truth
Anna came there to hide from it

#1950s #saga #secrets #suspense #family #fri…"
1536818590426578944,2022-06-14 21:11:19+00:00,creditreportla,"San isidro, Peru",Agency of worlwide Business Commercial Reports. We are the leader provider of companies business information reports worldwide.,"According to #TheWorldBank #War and lingering #COVID effects have kicked off a steep #slowdown in #global #growth.
Read more: https://t.co/pmLtQuTFiq 

#WBGEP2022 #Worldtrade #risk #business #avoidrisk #Payments #trade #finance #KYC #BUD #ECA #creditreport #tradecredit #services https://t.co/1Q6U9gFsmg"
1536818466715484164,2022-06-14 21:10:49+00:00,gabikbc,Romania,Man needs a dream to bear reality. (Sigmund Freud),Wanted!▫️#EU #EuropeanUnion #Europe #European #NATO #News #NoWar #PrayingForUkraine #RomaniaUkraine #Russia #Russian #RussiaWar #SaveUkraine #SlavaUkraini #StandForUkraine #StandWithUkriane #StopWar #UK #Ukraine #Ukrainian #UkraineWar #USA #War #WarCrimes https://t.co/Mo8SjqrBZH
1536818436944306181,2022-06-14 21:10:42+00:00,ara_n_ura,,I design molecules,"Warning Graphic
A woman and a child are among the victims of another Ukrainian bombing in #Donetsk.
#war #Russia #Ukraine #RussiaUkraineWar #UkraineRussiaWar #NATO #EU #America #USA #CIA #NED #WarCrimes #WarCrimesOfUkraine #UkrainianWarCrimes #NED #coup #Zelenskyy https://t.co/4tsUVOO3TU"
1536818405684174853,2022-06-14 21:10:35+00:00,dar_casartelli,,Memento audere semper...!,"RT @GiocatricePerTE: WITH #Trump 
No #WAR ! https://t.co/tF2JhOqaf9"
