id,created_at,user_screen_name,user_location,user_description,full_text
1536821181495578624,2022-06-14 21:21:37+00:00,Rez1662,United States,"Beware, I come with facts not bullshit.","RT @RedRising11: 🧐 Imma just drop this here 🇺🇸 Oh, and Happy Birthday President Donald J. Trump ♥️ #FlagDay #BidenDestroysAmerica #StockMar…"
1536820998531477504,2022-06-14 21:20:53+00:00,DataMrp,,,"RT @Sentileon: Remember that HALF of this ""bear market"" was made over the last 5 consecutive trading days (&gt;10% losses) for the S&amp;P 500. 
#…"
1536820893468332032,2022-06-14 21:20:28+00:00,SeekingAlpha,"New York, NY","Seeking Alpha is the world’s largest investing community. Powered by the wisdom & diversity of crowdsourcing, millions of investors share ideas on Seeking Alpha","$BX - Blackstone Inc. (BX) Morgan Stanley US Financials, Payments &amp; CRE Conference (Transcript). https://t.co/Z6Whlu3gBg #stockmarket #markets #business"
1536820803680907264,2022-06-14 21:20:07+00:00,MITickWatcher,"California, USA","Update for stock earnings, dividend, money flow information for stocks, market and sectors rotation. All in one market and portfolio station with Advanced Alert","Tuesday's Top Flow in #StockMarket, Buy Flow &amp; Sell Flow $SPY $IWF $BIL $JNJ $IVV $TSLA $VOO $MCD $GS $VTV $JNK $FXI $NEE $CMCSA $PEP $LQD $VZ $HD $SHY $CRM #stock #stocks #Investment #investing https://t.co/Gr3YvQQ4OY https://t.co/W6zjfLZjoP"
1536820763096801281,2022-06-14 21:19:57+00:00,Tickeron,"Sunnyvale, CA",Follow us to receive trading signals from our A.I.,"$SCHW in Downtrend: 50-day Moving Average broke below 200-day Moving Average on May 9, 2022. View odds for this and other indicators: https://t.co/tBxCVqvHrV #stockmarket #stock https://t.co/Ka7eqlgqwx"
1536820744608530432,2022-06-14 21:19:52+00:00,MichaelMOTTCM,"Garden City, NY","Founder of Mott Capital, and manager of the LONG-ONLY MCM Thematic Growth Portfolio, creator of Reading The Markets an SA Marketplace service","Sorry for any confusion. My commentary tonight better solidifies my thoughts

Stocks May See A Big Rebound Following The Fed Meeting On June 15, 2022
https://t.co/P7HJSjAagK $spy $tip $vix $gs $bac $rblx #stocks #fed #stockmarket #trading"
1536820614836670465,2022-06-14 21:19:21+00:00,JPR_Books,,"🇺🇸Author Military Tech, History, Fiction. Navy Geek. Mechanical/Manufacturing Engineer.  Ohio State Univ. grad Father/Husband. Believer in Christ ✝️","RT @RedRising11: 🧐 Imma just drop this here 🇺🇸 Oh, and Happy Birthday President Donald J. Trump ♥️ #FlagDay #BidenDestroysAmerica #StockMar…"
1536820579772157953,2022-06-14 21:19:13+00:00,Tickeron,"Sunnyvale, CA",Follow us to receive trading signals from our A.I.,Oh wow this is big! $DVAX price exceeded its 50-day Moving Average. #DynavaxTechnologies #stockmarket #stock https://t.co/YK6L1Qmvzk https://t.co/3wynX95kg1
1536820495160573959,2022-06-14 21:18:53+00:00,weincludedorg,Global,"Environment • Society • Economy | Together, we're Reimagining Leadership! Join our #weincluded movement for @theglobalgoals | eMail: hello@weincluded.org",RT @SilashRuparell: Starbucks and its chairperson facing protests for its anti-unionisation stance. https://t.co/kQ9vLgSsfy #ESG #SDGs #Sto…
1536820401279488000,2022-06-14 21:18:31+00:00,sunnycorax,,,Only in meme stocks like $RDBX could you have people materially lying about information like SI and still be trusted. #StockMarket
1536820396774699009,2022-06-14 21:18:29+00:00,Tickeron,"Sunnyvale, CA",Follow us to receive trading signals from our A.I.,$LPCN in Downtrend: Stochastic indicator recovers from overbought zone. View odds for this and other indicators: https://t.co/OqA6ocmC7t #Lipocine #stockmarket #stock https://t.co/6aHuAte0l4
1536820026673483776,2022-06-14 21:17:01+00:00,Tickeron,"Sunnyvale, CA",Follow us to receive trading signals from our A.I.,Is this good for your portfolio? $GUSH entered a Downtrend because Momentum Indicator dropped below the 0 level. #stockmarket #fund #etf https://t.co/SO1yBZ6xW7 https://t.co/lmgLz6ZwMb
